trade_date,contract_code,contract_month,settle,volume
2024-03-14,TTF,2024-03,26.049,88150
2024-03-15,TTF,2024-03,27.026,100680
2024-03-18,TTF,2024-03,28.822,126270
2024-03-19,TTF,2024-03,28.866,115820
2024-03-20,TTF,2024-03,27.742,108110
2024-03-21,TTF,2024-03,26.675,76890
2024-03-22,TTF,2024-03,27.36,76730
2024-03-25,TTF,2024-03,28.489,90680
2024-03-26,TTF,2024-03,27.132,85780
2024-03-27,TTF,2024-03,27.687,56500
2024-03-28,TTF,2024-03,27.34,64739
2024-04-02,TTF,2024-04,26.203,81700
2024-04-03,TTF,2024-04,25.563,87540
2024-04-04,TTF,2024-04,26.206,80270
2024-04-05,TTF,2024-04,26.606,74150
2024-04-08,TTF,2024-04,27.908,85320
2024-04-09,TTF,2024-04,27.351,88900
2024-04-10,TTF,2024-04,27.1,75860
2024-04-11,TTF,2024-04,29.377,88030
2024-04-12,TTF,2024-04,30.732,95050
2024-04-15,TTF,2024-04,31.143,86730
2024-04-16,TTF,2024-04,33.139,107900
2024-04-17,TTF,2024-04,31.289,96830
2024-04-18,TTF,2024-04,32.309,85600
2024-04-19,TTF,2024-04,30.758,88550
2024-04-22,TTF,2024-04,29.31,72290
2024-04-23,TTF,2024-04,28.417,79960
2024-04-24,TTF,2024-04,29.018,66690
2024-04-25,TTF,2024-04,29.771,82640
2024-04-26,TTF,2024-04,28.886,71740
2024-04-29,TTF,2024-04,27.994,49530
2024-04-30,TTF,2024-04,29.118,75030
2024-05-01,TTF,2024-05,28.73,48570
2024-05-02,TTF,2024-05,30.913,92400
2024-05-03,TTF,2024-05,30.528,83330
2024-05-06,TTF,2024-05,31.801,37400
2024-05-07,TTF,2024-05,31.067,74290
2024-05-08,TTF,2024-05,30.609,67310
2024-05-09,TTF,2024-05,30.865,59210
2024-05-10,TTF,2024-05,30.029,73140
2024-05-13,TTF,2024-05,29.578,62740
2024-05-14,TTF,2024-05,29.669,66610
2024-05-15,TTF,2024-05,29.734,70460
2024-05-16,TTF,2024-05,30.248,75570
2024-05-17,TTF,2024-05,30.769,61020
2024-05-20,TTF,2024-05,31.768,69570
2024-05-21,TTF,2024-05,33.004,99520
2024-05-22,TTF,2024-05,34.389,90780
2024-05-23,TTF,2024-05,35.228,98180
2024-05-24,TTF,2024-05,34.115,76800
2024-05-27,TTF,2024-05,35.243,26700
2024-05-28,TTF,2024-05,33.534,75780
2024-05-29,TTF,2024-05,33.879,69030
2024-05-30,TTF,2024-05,35.192,34830
2024-05-31,TTF,2024-05,34.223,74650
2024-06-03,TTF,2024-06,36.014,136880
2024-06-04,TTF,2024-06,33.797,120190
2024-06-05,TTF,2024-06,33.355,74000
2024-06-06,TTF,2024-06,33.686,73720
2024-06-07,TTF,2024-06,33.109,61810
2024-06-10,TTF,2024-06,34.258,78790
2024-06-11,TTF,2024-06,34.285,89800
2024-06-12,TTF,2024-06,35.294,80150
2024-06-13,TTF,2024-06,35.724,81910
2024-06-14,TTF,2024-06,35.36,85600
2024-06-17,TTF,2024-06,34.21,72120
2024-06-18,TTF,2024-06,34.7,76010
2024-06-19,TTF,2024-06,35.338,80320
2024-06-20,TTF,2024-06,34.464,79050
2024-06-21,TTF,2024-06,33.936,58290
2024-06-24,TTF,2024-06,34.08,64160
2024-06-25,TTF,2024-06,34.853,65180
2024-06-26,TTF,2024-06,33.824,91240
2024-06-27,TTF,2024-06,34.565,54800
2024-06-28,TTF,2024-06,34.48,63070
2024-07-01,TTF,2024-07,33.485,68960
2024-07-02,TTF,2024-07,33.685,69290
2024-07-03,TTF,2024-07,32.691,96040
2024-07-04,TTF,2024-07,33.246,69880
2024-07-05,TTF,2024-07,33.067,55060
2024-07-08,TTF,2024-07,32.286,72080
2024-07-09,TTF,2024-07,31.335,65600
2024-07-10,TTF,2024-07,30.784,56120
2024-07-11,TTF,2024-07,31.112,62910
2024-07-12,TTF,2024-07,31.719,65970
2024-07-15,TTF,2024-07,31.371,68290
2024-07-16,TTF,2024-07,32.797,80550
2024-07-17,TTF,2024-07,31.893,75990
2024-07-18,TTF,2024-07,32.674,67930
2024-07-19,TTF,2024-07,32.17,66640
2024-07-22,TTF,2024-07,31.839,66060
2024-07-23,TTF,2024-07,31.622,56370
2024-07-24,TTF,2024-07,32.621,71400
2024-07-25,TTF,2024-07,31.779,66850
2024-07-26,TTF,2024-07,32.475,61300
2024-07-29,TTF,2024-07,33.873,77000
2024-07-30,TTF,2024-07,34.361,55980
2024-07-31,TTF,2024-07,35.868,74400
2024-08-01,TTF,2024-08,36.969,65990
2024-08-02,TTF,2024-08,36.649,71050
2024-08-05,TTF,2024-08,35.498,76770
2024-08-06,TTF,2024-08,36.676,73690
2024-08-07,TTF,2024-08,38.451,93130
2024-08-08,TTF,2024-08,40.095,97160
2024-08-09,TTF,2024-08,40.396,66510
2024-08-12,TTF,2024-08,39.658,94010
2024-08-13,TTF,2024-08,39.48,78950
2024-08-14,TTF,2024-08,38.967,76430
2024-08-15,TTF,2024-08,39.601,62380
2024-08-16,TTF,2024-08,39.644,62840
2024-08-19,TTF,2024-08,39.845,65470
2024-08-20,TTF,2024-08,37.957,94130
2024-08-21,TTF,2024-08,37.01,67280
2024-08-22,TTF,2024-08,36.587,67690
2024-08-23,TTF,2024-08,36.863,69000
2024-08-26,TTF,2024-08,37.656,31850
2024-08-27,TTF,2024-08,38.689,81750
2024-08-28,TTF,2024-08,38.52,81000
2024-08-29,TTF,2024-08,38.601,46400
2024-08-30,TTF,2024-08,39.823,80080
2024-09-02,TTF,2024-09,38.58,69880
2024-09-03,TTF,2024-09,37.193,86080
2024-09-04,TTF,2024-09,35.798,98220
2024-09-05,TTF,2024-09,36.195,93810
2024-09-06,TTF,2024-09,36.479,78430
2024-09-09,TTF,2024-09,37.333,68540
2024-09-10,TTF,2024-09,35.282,130419
2024-09-11,TTF,2024-09,36.142,106450
2024-09-12,TTF,2024-09,35.191,75490
2024-09-13,TTF,2024-09,35.648,77440
2024-09-16,TTF,2024-09,34.081,75900
2024-09-17,TTF,2024-09,35.547,78030
2024-09-18,TTF,2024-09,35.245,73960
2024-09-19,TTF,2024-09,33.083,174740
2024-09-20,TTF,2024-09,34.444,101020
2024-09-23,TTF,2024-09,36.211,116880
2024-09-24,TTF,2024-09,35.413,103000
2024-09-25,TTF,2024-09,37.319,92570
2024-09-26,TTF,2024-09,37.89,98460
2024-09-27,TTF,2024-09,38.114,50590
2024-09-30,TTF,2024-09,39.044,81540
2024-10-01,TTF,2024-10,39.273,120140
2024-10-02,TTF,2024-10,38.617,101530
2024-10-03,TTF,2024-10,39.912,92110
2024-10-04,TTF,2024-10,40.98,83560
2024-10-07,TTF,2024-10,40.244,99500
2024-10-08,TTF,2024-10,38.919,94550
2024-10-09,TTF,2024-10,38.341,84540
2024-10-10,TTF,2024-10,40.293,81020
2024-10-11,TTF,2024-10,39.879,75890
2024-10-14,TTF,2024-10,40.559,66050
2024-10-15,TTF,2024-10,39.973,85590
2024-10-16,TTF,2024-10,39.241,74760
2024-10-17,TTF,2024-10,39.65,62200
2024-10-18,TTF,2024-10,39.204,67250
2024-10-21,TTF,2024-10,40.024,73400
2024-10-22,TTF,2024-10,40.704,84080
2024-10-23,TTF,2024-10,41.38,78590
2024-10-24,TTF,2024-10,42.154,88700
2024-10-25,TTF,2024-10,43.513,81090
2024-10-28,TTF,2024-10,42.519,85470
2024-10-29,TTF,2024-10,42.869,78870
2024-10-30,TTF,2024-10,40.903,47780
2024-10-31,TTF,2024-10,40.588,115790
2024-11-01,TTF,2024-11,39.175,114770
2024-11-04,TTF,2024-11,40.301,78860
2024-11-05,TTF,2024-11,40.492,80790
2024-11-06,TTF,2024-11,40.388,91180
2024-11-07,TTF,2024-11,41.276,79210
2024-11-08,TTF,2024-11,42.409,91050
2024-11-11,TTF,2024-11,43.728,108690
2024-11-12,TTF,2024-11,44.255,90490
2024-11-13,TTF,2024-11,43.666,106500
2024-11-14,TTF,2024-11,46.224,106280
2024-11-15,TTF,2024-11,46.551,125360
2024-11-18,TTF,2024-11,46.9,87470
2024-11-19,TTF,2024-11,45.668,101750
2024-11-20,TTF,2024-11,46.796,88880
2024-11-21,TTF,2024-11,48.303,91030
2024-11-22,TTF,2024-11,47.018,112620
2024-11-25,TTF,2024-11,47.733,91210
2024-11-26,TTF,2024-11,47.216,107230
2024-11-27,TTF,2024-11,46.762,61090
2024-11-28,TTF,2024-11,46.26,33380
2024-11-29,TTF,2024-11,47.811,91110
2024-12-02,TTF,2024-12,48.655,81390
2024-12-03,TTF,2024-12,48.557,61820
2024-12-04,TTF,2024-12,47.046,84690
2024-12-05,TTF,2024-12,46.551,75530
2024-12-06,TTF,2024-12,46.48,71650
2024-12-09,TTF,2024-12,44.855,89520
2024-12-10,TTF,2024-12,45.552,71210
2024-12-11,TTF,2024-12,44.694,75120
2024-12-12,TTF,2024-12,42.804,106730
2024-12-13,TTF,2024-12,41.215,107190
2024-12-16,TTF,2024-12,40.277,109620
2024-12-17,TTF,2024-12,42.065,114430
2024-12-18,TTF,2024-12,41.007,90330
2024-12-19,TTF,2024-12,43.078,113490
2024-12-20,TTF,2024-12,44.13,88170
2024-12-23,TTF,2024-12,45.545,60710
2024-12-24,TTF,2024-12,45.731,44030
2024-12-27,TTF,2024-12,47.731,62520
2024-12-30,TTF,2024-12,47.633,42140
2024-12-31,TTF,2024-12,48.889,45250
2025-01-02,TTF,2025-01,50.273,85750
2025-01-03,TTF,2025-01,49.622,62450
2025-01-06,TTF,2025-01,47.326,89340
2025-01-07,TTF,2025-01,47.474,79230
2025-01-08,TTF,2025-01,45.559,98590
2025-01-09,TTF,2025-01,44.987,101520
2025-01-10,TTF,2025-01,45.008,119220
2025-01-13,TTF,2025-01,48.261,112760
2025-01-14,TTF,2025-01,46.947,108820
2025-01-15,TTF,2025-01,47.006,94660
2025-01-16,TTF,2025-01,46.241,74910
2025-01-17,TTF,2025-01,46.887,84440
2025-01-20,TTF,2025-01,47.853,88830
2025-01-21,TTF,2025-01,50.027,104880
2025-01-22,TTF,2025-01,48.716,93580
2025-01-23,TTF,2025-01,49.123,96350
2025-01-24,TTF,2025-01,49.702,95120
2025-01-27,TTF,2025-01,47.862,114640
2025-01-28,TTF,2025-01,48.224,72110
2025-01-29,TTF,2025-01,51.156,84290
2025-01-30,TTF,2025-01,51.726,62120
2025-01-31,TTF,2025-01,53.237,118340
2025-02-03,TTF,2025-02,53.794,101900
2025-02-04,TTF,2025-02,52.048,107490
2025-02-05,TTF,2025-02,53.438,95430
2025-02-06,TTF,2025-02,54.502,116160
2025-02-07,TTF,2025-02,55.723,105420
2025-02-10,TTF,2025-02,58.039,104120
2025-02-11,TTF,2025-02,57.766,113360
2025-02-12,TTF,2025-02,55.661,123740
2025-02-13,TTF,2025-02,51.383,148470
2025-02-14,TTF,2025-02,50.685,133790
2025-02-17,TTF,2025-02,48.136,86400
2025-02-18,TTF,2025-02,49.215,133170
2025-02-19,TTF,2025-02,48.264,108930
2025-02-20,TTF,2025-02,47.494,97380
2025-02-21,TTF,2025-02,47.195,106560
2025-02-24,TTF,2025-02,47.144,112160
2025-02-25,TTF,2025-02,44.291,96630
2025-02-26,TTF,2025-02,41.336,97250
2025-02-27,TTF,2025-02,44.93,60600
2025-02-28,TTF,2025-02,44.32,90230
2025-03-03,TTF,2025-03,45.213,89160
2025-03-04,TTF,2025-03,43.464,114630
2025-03-05,TTF,2025-03,41.508,125450
2025-03-06,TTF,2025-03,38.24,135030
2025-03-07,TTF,2025-03,39.971,175880
2025-03-10,TTF,2025-03,41.232,96580
2025-03-11,TTF,2025-03,42.71,103580
2025-03-12,TTF,2025-03,42.254,110620
2025-03-13,TTF,2025-03,42.076,129060
2025-03-14,TTF,2025-03,42.29,111030
2025-03-17,TTF,2025-03,41.248,83890
2025-03-18,TTF,2025-03,40.755,89790
2025-03-19,TTF,2025-03,43.355,125830
2025-03-20,TTF,2025-03,42.855,105230
2025-03-21,TTF,2025-03,42.605,118440
2025-03-24,TTF,2025-03,42.748,92050
2025-03-25,TTF,2025-03,41.555,96500
2025-03-26,TTF,2025-03,40.87,88190
2025-03-27,TTF,2025-03,41.202,95010
2025-03-28,TTF,2025-03,40.587,72980
2025-03-31,TTF,2025-03,40.667,75310
2025-04-01,TTF,2025-04,42.45,80570
2025-04-02,TTF,2025-04,41.263,75560
2025-04-03,TTF,2025-04,39.203,104790
2025-04-04,TTF,2025-04,36.401,124690
2025-04-07,TTF,2025-04,37.0,127510
2025-04-08,TTF,2025-04,36.231,82720
2025-04-09,TTF,2025-04,33.666,150910
2025-04-10,TTF,2025-04,33.293,106600
2025-04-11,TTF,2025-04,33.463,84700
2025-04-14,TTF,2025-04,34.499,70100
2025-04-15,TTF,2025-04,34.407,82600
2025-04-16,TTF,2025-04,35.312,80690
2025-04-17,TTF,2025-04,35.657,73960
2025-04-22,TTF,2025-04,34.244,73820
2025-04-23,TTF,2025-04,34.16,91690
2025-04-24,TTF,2025-04,33.574,95060
2025-04-25,TTF,2025-04,32.432,89610
2025-04-28,TTF,2025-04,32.398,74060
2025-04-29,TTF,2025-04,31.856,59360
2025-04-30,TTF,2025-04,32.317,73560
2025-05-01,TTF,2025-05,32.149,51320
2025-05-02,TTF,2025-05,33.078,80980
2025-05-05,TTF,2025-05,32.93,26310
2025-05-06,TTF,2025-05,34.743,73130
2025-05-07,TTF,2025-05,34.531,86080
2025-05-08,TTF,2025-05,35.341,79230
2025-05-09,TTF,2025-05,34.618,79850
2025-05-12,TTF,2025-05,35.39,98380
2025-05-13,TTF,2025-05,35.744,66720
2025-05-14,TTF,2025-05,35.048,69380
2025-05-15,TTF,2025-05,35.294,87710
2025-05-16,TTF,2025-05,35.156,83160
2025-05-19,TTF,2025-05,35.225,58980
2025-05-20,TTF,2025-05,36.979,96320
2025-05-21,TTF,2025-05,36.621,78030
2025-05-22,TTF,2025-05,36.356,61850
2025-05-23,TTF,2025-05,36.45,94700
2025-05-26,TTF,2025-05,37.253,31770
2025-05-27,TTF,2025-05,37.006,102000
2025-05-28,TTF,2025-05,36.687,73040
2025-05-29,TTF,2025-05,35.158,33020
2025-05-30,TTF,2025-05,34.228,92870
2025-06-02,TTF,2025-06,35.015,80880
2025-06-03,TTF,2025-06,35.848,68600
2025-06-04,TTF,2025-06,35.65,92700
2025-06-05,TTF,2025-06,36.393,75290
2025-06-06,TTF,2025-06,36.251,74470
2025-06-09,TTF,2025-06,35.605,64200
2025-06-10,TTF,2025-06,34.638,83950
2025-06-11,TTF,2025-06,35.913,105890
2025-06-12,TTF,2025-06,36.177,87320
2025-06-13,TTF,2025-06,37.894,164660
2025-06-16,TTF,2025-06,37.906,127920
2025-06-17,TTF,2025-06,39.309,109770
2025-06-18,TTF,2025-06,38.693,136440
2025-06-19,TTF,2025-06,41.628,112610
2025-06-20,TTF,2025-06,40.929,112460
2025-06-23,TTF,2025-06,40.522,132360
2025-06-24,TTF,2025-06,35.615,185690
2025-06-25,TTF,2025-06,35.401,91440
2025-06-26,TTF,2025-06,34.024,97360
2025-06-27,TTF,2025-06,33.087,72320
2025-06-30,TTF,2025-06,32.898,72690
2025-07-01,TTF,2025-07,33.693,78950
2025-07-02,TTF,2025-07,33.591,69400
2025-07-03,TTF,2025-07,33.621,67090
2025-07-04,TTF,2025-07,33.469,57530
2025-07-07,TTF,2025-07,33.621,58690
2025-07-08,TTF,2025-07,34.219,83250
2025-07-09,TTF,2025-07,34.304,63990
2025-07-10,TTF,2025-07,35.17,65570
2025-07-11,TTF,2025-07,35.561,67320
2025-07-14,TTF,2025-07,35.454,85210
2025-07-15,TTF,2025-07,34.445,75960
2025-07-16,TTF,2025-07,34.809,70170
2025-07-17,TTF,2025-07,34.407,75320
2025-07-18,TTF,2025-07,33.595,77210
2025-07-21,TTF,2025-07,33.159,72530
2025-07-22,TTF,2025-07,33.111,75590
2025-07-23,TTF,2025-07,32.69,77510
2025-07-24,TTF,2025-07,32.358,79500
2025-07-25,TTF,2025-07,32.499,75560
2025-07-28,TTF,2025-07,32.899,77510
2025-07-29,TTF,2025-07,34.103,70770
2025-07-30,TTF,2025-07,34.537,42790
2025-07-31,TTF,2025-07,35.279,69950
2025-08-01,TTF,2025-08,33.972,76890
2025-08-04,TTF,2025-08,34.283,66950
2025-08-05,TTF,2025-08,34.406,61010
2025-08-06,TTF,2025-08,33.257,79460
2025-08-07,TTF,2025-08,32.951,59080
2025-08-08,TTF,2025-08,32.446,95320
2025-08-11,TTF,2025-08,32.999,63040
2025-08-12,TTF,2025-08,32.409,61590
2025-08-13,TTF,2025-08,32.6,56480
2025-08-14,TTF,2025-08,32.141,74940
2025-08-15,TTF,2025-08,31.031,81670
2025-08-18,TTF,2025-08,31.272,81750
2025-08-19,TTF,2025-08,31.227,62690
2025-08-20,TTF,2025-08,31.906,74470
2025-08-21,TTF,2025-08,33.175,88120
2025-08-22,TTF,2025-08,33.573,94970
2025-08-25,TTF,2025-08,33.774,39280
2025-08-26,TTF,2025-08,33.46,80180
2025-08-27,TTF,2025-08,32.551,104560
2025-08-28,TTF,2025-08,31.559,56500
2025-08-29,TTF,2025-08,31.622,87420
2025-09-01,TTF,2025-09,32.061,68170
2025-09-02,TTF,2025-09,31.772,91610
2025-09-03,TTF,2025-09,32.112,91240
2025-09-04,TTF,2025-09,32.412,83090
2025-09-05,TTF,2025-09,31.969,77280
2025-09-08,TTF,2025-09,33.064,85300
2025-09-09,TTF,2025-09,32.931,115940
2025-09-10,TTF,2025-09,33.122,82770
2025-09-11,TTF,2025-09,32.323,90450
2025-09-12,TTF,2025-09,32.662,87650
2025-09-15,TTF,2025-09,32.154,83390
2025-09-16,TTF,2025-09,32.329,78250
2025-09-17,TTF,2025-09,32.401,74600
2025-09-18,TTF,2025-09,32.952,99980
2025-09-19,TTF,2025-09,32.308,89780
2025-09-22,TTF,2025-09,31.844,79310
2025-09-23,TTF,2025-09,32.265,71920
2025-09-24,TTF,2025-09,32.0,90810
